player_name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard,fantasy_points_ppr,position_rank,overall_rank,player_id
Ke'Shawn Vaughn,TAM,RB,26,6,0,0,0,0,24,42,0,5,2,2,0,0,0,0,0,40,64,115,0,VaugKe00
Khari Blasingame,CHI,FB,27,16,2,0,0,0,8,26,0,6,3,2,0,0,0,0,0,30,58,122,0,BlasKh00
Keelan Doss,LAC,WR,27,5,0,0,0,0,0,0,0,13,6,33,0,0,0,0,0,30,93,183,0,DossKe00
Greg Dulcich,DEN,TE,23,2,1,0,0,0,0,0,0,4,3,25,0,0,0,0,0,30,55,99,0,DulcGr00
Devin Duvernay,BAL,WR,26,13,1,0,0,0,4,15,0,9,4,18,0,0,0,0,0,30,73,184,0,DuveDe00
Derrick Gore,WAS,RB,29,6,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,30,26,123,0,GoreDe00
C.J. Ham,MIN,FB,30,17,5,0,0,0,1,7,0,9,7,25,0,0,0,0,0,30,102,120,0,HamxC.00
Julian Hill,MIA,TE,23,15,4,0,0,0,0,0,0,9,6,48,0,1,1,0,0,30,88,96,0,HillJu02
Trishton Jackson,MIN,WR,25,7,0,0,0,0,0,0,0,4,2,9,0,0,0,1,0,30,49,185,0,JackTr02
James Mitchell,DET,TE,24,15,1,0,0,0,0,0,0,2,2,28,0,0,0,0,0,30,48,97,0,MitcJa00
Jalen Nailor,MIN,WR,24,6,1,0,0,0,0,0,0,6,3,29,0,0,0,0,0,30,59,186,0,NailJa00
Teagan Quitoriano,HOU,TE,23,7,5,0,0,0,0,0,0,3,2,33,0,0,0,0,0,30,53,94,0,QuitTe00
Cooper Rush,DAL,QB,30,7,0,144,0,1,12,-5,0,0,0,0,0,0,0,0,0,30,33,69,0,RushCo00
Steven Sims,HOU,WR,26,3,0,0,0,0,1,1,0,3,3,25,0,0,0,0,0,30,56,187,0,SimsSt00
Keith Smith,ATL,FB,31,13,6,0,0,0,0,0,0,3,3,33,0,0,0,0,0,30,63,119,0,SmitKe03
Sean Tucker,TAM,RB,22,11,0,0,0,0,15,23,0,2,2,9,0,0,0,0,0,30,52,121,0,TuckSe00
Malik Willis,TEN,QB,24,3,0,74,0,0,5,21,0,0,0,0,0,1,1,0,0,30,31,70,0,WillMa12
Charlie Woerner,SFO,TE,26,17,2,0,0,0,0,0,0,3,3,32,0,0,0,0,0,30,62,95,0,WoerCh00
Kenny Yeboah,NYJ,TE,25,5,1,0,0,0,0,0,0,4,2,28,0,0,0,0,0,30,48,98,0,YeboKe00
Nate Adkins,DEN,TE,24,10,1,0,0,0,0,0,0,5,4,22,0,0,0,0,0,20,62,100,0,AdkiNa00
Kayshon Boutte,NWE,WR,21,5,0,0,0,0,0,0,0,7,2,19,0,0,0,0,0,20,39,190,0,BoutKa00
Miles Boykin,PIT,WR,27,17,0,0,0,0,0,0,0,4,3,17,0,0,0,0,0,20,47,192,0,BoykMi00
DeeJay Dallas,SEA,RB,25,17,0,0,0,0,10,36,0,9,6,26,0,2,2,0,0,20,82,124,0,DallDe00
Tyrion Davis-Price,SFO,RB,23,1,0,0,0,0,6,21,0,0,0,0,0,0,0,0,0,20,21,126,0,DaviTy03
Elijah Dotson,LAC,RB,24,4,0,0,0,0,4,6,0,2,2,13,0,0,0,0,0,20,39,128,0,DotsEl00
Zach Evans,LAR,RB,22,10,0,0,0,0,9,19,0,0,0,0,0,0,0,0,0,20,19,129,0,EvanZa00
Erik Ezukanma,MIA,WR,23,2,0,0,0,0,5,22,0,1,0,0,0,0,0,0,0,20,22,188,0,EzukEr00
Jake Funk,IND,RB,25,4,0,0,0,0,2,10,0,1,1,12,0,0,0,0,0,20,32,125,0,FunkJa00
Jaren Hall,MIN,QB,25,3,2,168,0,1,6,14,0,0,0,0,0,2,2,0,0,20,21,71,0,HallJa00
Marvin Jones,DET,WR,33,6,4,0,0,0,0,0,0,10,5,35,0,1,1,0,0,20,65,194,0,JoneMa02
Zonovan Knight,DET,RB,22,2,0,0,0,0,3,13,0,1,1,8,0,0,0,0,0,20,31,127,0,KnigZo00
Chris Manhertz,DEN,TE,31,16,4,0,0,0,0,0,0,4,2,16,0,0,0,0,0,20,36,103,0,ManhCh00
Nick Muse,MIN,TE,25,2,0,0,0,0,0,0,0,1,1,22,0,0,0,0,0,20,32,101,0,MuseNi00
Gunner Olszewski,2TM,WR,27,12,0,0,0,0,0,0,0,1,1,0,0,4,2,0,0,20,30,189,0,OlszGu00
Zach Pascal,ARI,WR,29,14,1,0,0,0,0,0,0,15,4,19,0,0,0,0,0,20,59,191,0,PascZa00
Laquon Treadwell,BAL,WR,28,5,1,0,0,0,0,0,0,3,1,16,0,0,0,0,0,20,26,193,0,TreaLa00
Trevon Wesco,TEN,TE,28,15,10,0,0,0,0,0,0,3,1,21,0,0,0,0,0,20,31,102,0,WescTr00
Mike White,MIA,QB,28,6,0,74,1,1,8,-9,0,0,0,0,0,1,1,0,0,20,21,72,0,WhitMi01
Alex Armah,WAS,RB,29,8,0,0,0,0,0,0,0,3,3,13,0,0,0,0,0,10,43,130,0,ArmaAl00
Sean Clifford,GNB,QB,25,2,0,37,0,0,3,-2,0,0,0,0,0,1,0,0,0,10,13,73,0,ClifSe00
Jashaun Corbin,NYG,RB,23,6,0,0,0,0,1,1,0,3,3,12,0,0,0,0,0,10,43,131,0,CorbJa01
Kenyan Drake,2TM,RB,29,3,0,0,0,0,2,0,0,3,2,31,0,1,1,0,0,10,31,135,0,DrakKe00
Ross Dwelley,SFO,TE,28,12,0,0,0,0,0,0,0,2,1,12,0,0,0,0,0,10,22,104,0,DwelRo00
D'Wayne Eskridge,SEA,WR,26,4,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,10,5,201,0,EskrDW00
Chris Evans,CIN,RB,26,8,0,0,0,0,2,12,0,1,1,-1,0,0,0,0,0,10,21,136,0,EvanCh02
Tucker Fisk,ATL,TE,24,6,2,0,0,0,0,0,0,1,1,9,0,0,0,0,0,10,19,107,0,FiskTu00
John FitzPatrick,ATL,TE,23,9,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,10,22,105,0,FitzJo00
Cole Fotheringham,LVR,TE,26,2,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,10,16,108,0,FothCo00
Evan Hull,IND,RB,23,1,0,0,0,0,1,1,0,1,1,6,0,0,0,0,0,10,17,139,0,HullEv00
Collin Johnson,CHI,WR,26,3,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,10,21,197,0,JohnCo01
Jakob Johnson,LVR,FB,29,13,5,0,0,0,0,0,0,2,1,12,0,0,0,0,0,10,22,134,0,JohnJa12
Mason Kinsey,TEN,WR,25,6,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,10,16,200,0,KinsMa00
A.J. McCarron,CIN,QB,33,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,74,0,McCaA.00
Anthony McFarland Jr.,PIT,RB,25,3,0,0,0,0,0,0,0,2,2,11,0,0,0,0,0,10,31,137,0,McFaAn00
Kene Nwangwu,MIN,RB,25,9,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,10,13,132,0,NwanKe00
Devine Ozigbo,DET,RB,27,3,0,0,0,0,3,5,0,1,1,8,0,0,0,0,0,10,23,133,0,OzigDe01
Kevin Rader,TEN,TE,28,14,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,10,16,109,0,RadeKe00
Eric Saubert,2TM,TE,29,10,1,0,0,0,0,0,0,3,3,12,0,0,0,0,0,10,42,106,0,SaubEr00
Willie Snead,SFO,WR,31,4,0,0,0,0,0,0,0,3,2,14,0,0,0,0,0,10,34,195,0,SneaWi00
Malik Taylor,NYJ,WR,28,3,0,0,0,0,0,0,0,4,2,13,0,0,0,0,0,10,33,196,0,TaylMa01
Cody Thompson,SEA,WR,27,7,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,10,20,198,0,ThomCo04
Austin Trammell,LAR,WR,25,16,0,0,0,0,0,0,0,7,4,29,0,3,1,0,0,10,49,199,0,TramAu00
Jonathan Ward,TEN,RB,26,7,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,10,11,138,0,WardJo00
Devon Allen,PHI,WR,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,AlleDe02
Stephen Anderson,LAC,TE,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,AndeSt01
Andre Baccellia,ARI,WR,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,BaccAn00
Michael Bandy,DEN,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,BandMi00
Matt Barkley,JAX,QB,33,1,0,0,0,0,3,-3,0,0,0,0,0,0,0,0,0,0,-3,80,0,BarkMa00
Nick Bellore,SEA,FB,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,BellNi01
Chris Blair,ATL,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,BlaiCh00
Teddy Bridgewater,DET,QB,31,1,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,-2,79,0,BridTe00
Matt Bushman,KAN,TE,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,BushMa00
Terrell Bynum,LAC,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,BynuTe00
Damiere Byrd,ATL,WR,30,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,210,0,ByrdDa00
Jason Cabinda,DET,FB,27,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,144,0,CabiJa00
Marquez Callaway,NOR,WR,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,CallMa01
Stephen Carlson,CHI,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,CarlSt00
Irvin Charles,NYJ,WR,26,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,212,0,CharIr00
Julius Chestnut,TEN,RB,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,ChesJu00
Dan Chisena,2TM,WR,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,ChisDa00
Corey Clement,ARI,RB,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,ClemCo00
Tanner Conner,MIA,TE,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,ConnTa00
Malik Cunningham,2TM,QB,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,CunnMa00
Darrell Daniels,DET,TE,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,DaniDa02
Frank Darby,ATL,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,DarbFr00
Jaelon Darden,CLE,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,DardJa00
Malik Davis,DAL,RB,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,DaviMa02
Phillip Dorsett,DEN,WR,30,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,216,0,DorsPh00
Colton Dowell,TEN,WR,24,10,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,13,202,0,DoweCo00
Dylan Drummond,DET,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,DrumDy00
Sam Ehlinger,IND,QB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,EhliSa00
Princeton Fant,DAL,TE,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,FantPr00
Ethan Fernea,IND,WR,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,FernEt00
Anthony Firkser,DET,TE,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,FirkAn00
Dez Fitzpatrick,PIT,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,FitzDe00
Myles Gaskin,2TM,RB,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,GaskMy00
Zach Gentry,LVR,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,GentZa00
Reggie Gilliam,BUF,FB,26,17,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,13,141,0,GillRe00
Antoine Green,DET,WR,24,9,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,12,203,0,GreeAn00
Jacob Harris,JAX,WR,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,HarrJa03
N'Keal Harry,MIN,WR,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,HarrNK00
Jamycal Hasty,2TM,RB,27,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,149,0,HastJa02
Parker Hesse,ATL,TE,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,HessPa00
J.P. Holtz,NOR,TE,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,HoltJ.01
Travis Homer,CHI,RB,25,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150,0,HomeTr00
Jesper Horsted,LVR,TE,26,13,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,14,110,0,HorsJe00
Mohamed Ibrahim,DET,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,IbraMo00
Godwin Igwebuike,2TM,RB,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,IgweGo00
Andy Isabella,BUF,WR,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,IsabAn00
Kearis Jackson,TEN,WR,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,JackKe02
Lucky Jackson,MIN,WR,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,JackLu00
Shedrick Jackson,CIN,WR,24,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,225,0,JackSh01
Tyree Jackson,NYG,TE,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,JackTy01
Johnny Johnson,HOU,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,JohnJo12
Hunter Kampmoyer,LAC,TE,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,KampHu00
Dalton Keene,HOU,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,KeenDa00
Tyler Kroft,MIA,TE,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,KrofTy00
Zack Kuntz,NYJ,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,KuntZa00
Kwamie Lassiter II,CIN,WR,25,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,12,204,0,LassKw00
Hunter Long,LAR,TE,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,LongHu00
Tay Martin,SFO,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,MartTa00
Ben Mason,BAL,FB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,MasoBe00
Jordan Matthews,CAR,TE,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,MattJo00
Kenny McIntosh,SEA,RB,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,McInKe00
Sean McKeon,DAL,TE,26,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,129,0,McKeSe01
Tre' McKitty,LAC,TE,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,McKiTr00
Jeremy McNichols,SFO,RB,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,McNiJe00
Kirk Merritt,NOR,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,MerrKi00
Ryan Miller,TAM,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,MillRy01
Jordan Mims,NOR,RB,24,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,156,0,MimsJo00
Stanley Morgan Jr.,CIN,WR,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,MorgSt02
Albert Okwuegbunam,PHI,TE,25,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,131,0,OkwuAl00
Qadree Ollison,PIT,RB,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,OlliQa00
Henry Pearson,GNB,FB,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,PearHe00
Josh Pederson,JAX,TE,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,PedeJo00
Nathan Peterman,CHI,QB,29,2,0,0,0,0,2,-4,0,0,0,0,0,1,0,0,0,0,-4,82,0,PeteNa00
Adam Prentice,NOR,FB,26,13,1,0,0,0,2,12,0,3,2,12,0,1,1,0,0,0,24,140,0,PrenAd00
Deneric Prince,KAN,RB,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,PrinDe00
Giovanni Ricci,CAR,FB,27,5,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,12,142,0,RiccGi00
James Robinson,GNB,RB,25,1,0,0,0,0,1,2,0,1,1,-2,0,0,0,0,0,0,10,160,0,RobiJa00
Aaron Rodgers,NYJ,QB,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,RodgAa00
Amari Rodgers,IND,WR,24,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,231,0,RodgAm00
Brady Russell,SEA,TE,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,RussBr00
David Sills,DEN,WR,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,SillDa01
Matthew Slater,NWE,WR,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,SlatMa00
Tre'Quan Smith,DEN,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,SmitTr03
Matt Sokol,NWE,TE,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,SokoMa00
SaRodorick Thompson,SEA,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,ThomSa00
Mitchell Tinsley,WAS,WR,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,TinsMi00
Noah Togiai,PHI,TE,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,TogiNo00
Kyle Trask,TAM,QB,25,2,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,-1,78,0,TrasKy00
DJ Turner,LVR,WR,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,TurnDJ00
Xazavian Valladay,NYJ,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,VallXa00
Nick Vannett,LAC,TE,30,8,5,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,13,111,0,VannNi00
Travis Vokolek,ARI,TE,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,VokoTr00
Dwayne Washington,DEN,RB,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,WashDw00
Montrell Washington,KAN,WR,24,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,237,0,WashMo00
Blake Whiteheart,ARI,TE,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,WhitBl01
Kristian Wilkerson,LVR,WR,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,WilkKr00
Brayden Willis,SFO,TE,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,WillBr06
Jonathan Williams,WAS,RB,29,1,0,0,0,0,1,-2,0,1,0,0,0,0,0,0,0,0,-2,165,0,WillJo07
Rodney Williams,PIT,TE,25,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,139,0,WillRo08
Juwann Winfree,IND,WR,27,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,239,0,WinfJu00
Easop Winston,SEA,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,WinsEa00
Logan Woodside,ATL,QB,28,1,0,27,0,1,1,6,0,0,0,0,0,0,0,0,0,0,-3,81,0,WoodLo00
Owen Wright,BAL,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,WrigOw00
Dareke Young,SEA,WR,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,YounDa02
Kyle Allen,BUF,QB,27,7,0,0,0,0,13,-13,0,0,0,0,0,0,0,0,0,-10,-13,83,0,AlleKy00
Deon Jackson,3TM,RB,24,4,1,0,0,0,14,16,0,6,5,14,0,2,2,0,0,-10,40,166,0,JackDe02
David Wells,TAM,TE,28,5,0,0,0,0,0,0,0,2,2,-10,0,1,0,0,0,-10,10,140,0,WellDa00
James Proche,CLE,WR,27,10,1,0,0,0,0,0,0,5,0,0,0,1,1,0,0,-20,-20,242,0,ProcJa00
Trent Taylor,CHI,WR,29,17,0,0,0,0,1,-2,0,2,0,0,0,2,1,0,0,-20,-22,243,0,TaylTr02