name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard_10,fantasy_points_ppr_10,player_id,year
Dalvin Cook,NYJ,RB,28,15,1,0,0,0,67,214,0,20,15,78,0,2,2,0,0,250,402,CookDa01,2023
Dalvin Cook,BAL,RB,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,CookDa01,2023
Zach Ertz,ARI,TE,33,7,7,0,0,0,0,0,0,43,27,187,1,0,0,0,0,250,517,ErtzZa00,2023
Deonte Harty,BUF,WR,26,16,1,0,0,0,4,0,0,21,15,150,1,2,1,0,0,250,400,HarrDe07,2023
Mack Hollins,ATL,WR,30,13,3,0,0,0,0,0,0,30,18,251,0,0,0,0,0,250,431,HollMa00,2023
D'Ernest Johnson,JAX,RB,27,17,0,0,0,0,41,108,0,12,10,140,0,0,0,0,0,250,348,JohnDE04,2023
Ty Johnson,BUF,RB,26,10,0,0,0,0,30,132,0,7,7,62,1,1,0,0,0,250,324,JohnTy02,2023
Julio Jones,PHI,WR,34,11,4,0,0,0,0,0,0,19,11,74,3,0,0,0,0,250,364,JoneJu02,2023
Tony Jones,2TM,RB,26,7,1,0,0,0,26,95,2,10,7,37,0,0,0,0,0,250,322,JoneTo04,2023
Kyle Juszczyk,SFO,RB,32,17,16,0,0,0,5,6,0,17,14,119,2,0,0,0,0,250,385,JuszKy00,2023
Foster Moreau,NOR,TE,26,15,10,0,0,0,0,0,0,25,21,193,1,0,0,0,0,250,463,MoreFo00,2023
Craig Reynolds,DET,RB,27,17,0,0,0,0,41,179,1,5,5,47,0,2,2,0,0,250,296,ReynCr00,2023
Ihmir Smith-Marsette,CAR,WR,24,17,0,0,0,0,8,74,1,10,8,51,0,2,0,0,0,250,325,SmitIh00,2023
Treylon Burks,TEN,WR,23,11,9,0,0,0,5,18,0,30,16,221,0,0,0,0,0,240,399,BurkTr00,2023
Andy Dalton,CAR,QB,36,3,1,361,2,0,3,12,0,0,0,0,0,0,0,0,0,240,236,DaltAn00,2023
Hayden Hurst,CAR,TE,30,9,8,0,0,0,0,0,0,32,18,184,1,0,0,0,0,240,424,HursHa00,2023
Hunter Renfrow,LVR,WR,28,17,3,0,0,0,0,0,0,37,25,255,0,1,1,0,0,240,485,RenfHu00,2023
Jacoby Brissett,WAS,QB,31,3,0,224,3,0,3,19,0,0,0,0,0,0,0,0,0,230,229,BrisJa00,2023
Dyami Brown,WAS,WR,24,17,1,4,0,0,1,0,0,23,12,168,1,0,0,0,0,230,350,BrowDy00,2023
Sam Darnold,SFO,QB,26,10,1,297,2,1,21,15,1,0,0,0,0,3,1,0,0,230,234,DarnSa00,2023
Will Dissly,SEA,TE,27,16,14,0,0,0,0,0,0,22,17,172,1,0,0,0,0,230,402,DissWi00,2023
Darrynton Evans,2TM,RB,25,7,0,0,0,0,32,121,1,12,7,49,0,0,0,0,0,230,300,EvanDa02,2023
KhaDarel Hodge,ATL,WR,28,17,4,0,0,0,1,0,0,23,14,232,0,1,0,0,0,230,372,HodgKh00,2023
Austin Hooper,LVR,TE,29,17,9,0,0,0,0,0,0,31,25,234,0,0,0,0,0,230,484,HoopAu00,2023
Johnny Mundt,MIN,TE,29,17,0,0,0,0,0,0,0,23,17,172,1,0,0,0,0,230,402,MundJo00,2023
Cedric Tillman,CLE,WR,23,14,3,0,0,0,1,8,0,44,21,224,0,0,0,0,0,230,442,TillCe01,2023
Parker Washington,JAX,WR,21,9,1,0,0,0,0,0,0,21,16,132,2,2,1,0,0,230,392,WashPa01,2023
Ameer Abdullah,LVR,RB,30,17,0,0,0,0,15,89,0,24,19,131,0,0,0,0,0,220,410,AbduAm00,2023
Tank Bigsby,JAX,RB,22,17,0,0,0,0,50,132,2,4,1,6,0,2,2,0,0,220,228,BigsTa00,2023
Elijah Higgins,ARI,TE,23,11,2,0,0,0,0,0,0,19,14,163,1,0,0,0,0,220,363,HiggEl00,2023
Jalen Reagor,NWE,WR,24,11,1,0,0,0,1,17,0,23,7,138,0,0,0,0,0,220,285,ReagJa00,2023
Stone Smartt,LAC,TE,25,16,3,0,0,0,0,0,0,21,11,155,1,0,0,0,0,220,325,SmarSt00,2023
Dorian Thompson-Robinson,CLE,QB,24,8,3,440,1,4,14,65,0,0,0,0,0,2,0,1,0,220,221,ThomDo02,2023
C.J. Beathard,JAX,QB,30,7,1,349,1,0,8,35,0,0,0,0,0,1,0,0,0,210,215,BeatC.00,2023
Derius Davis,LAC,WR,23,17,2,0,0,0,14,101,0,17,15,66,0,3,1,0,0,210,357,DaviDe02,2023
Van Jefferson,2TM,WR,27,17,9,0,0,0,1,4,0,43,20,209,0,0,0,0,0,210,413,JeffVa00,2023
Will Mallory,IND,TE,24,12,2,0,0,0,0,0,0,26,18,207,0,1,0,0,0,210,387,MallWi00,2023
Jamison Crowder,WAS,WR,30,17,0,0,0,0,0,0,0,20,16,159,1,2,1,0,0,200,359,CrowJa00,2023
P.J. Walker,CLE,QB,28,6,2,674,1,5,13,30,0,0,0,0,0,4,2,0,0,200,200,WalkPh00,2023
Quez Watkins,PHI,WR,25,9,5,0,0,0,0,0,0,21,15,142,1,0,0,0,0,200,352,WatkQu00,2023
Robbie Chosen,MIA,WR,30,9,0,0,0,0,0,0,0,6,4,126,1,0,0,0,0,190,226,AndeRo04,2023
Nick Chubb,CLE,RB,28,2,2,0,0,0,28,170,0,4,4,21,0,0,0,0,0,190,231,ChubNi00,2023
Malik Heath,GNB,WR,23,13,1,0,0,0,0,0,0,24,15,125,1,0,0,0,0,190,335,HeatMa00,2023
Luke Schoonmaker,DAL,TE,25,17,0,0,0,0,0,0,0,15,8,65,2,0,0,0,0,190,265,SchoLu00,2023
Tyler Scott,CHI,WR,22,17,4,0,0,0,7,41,0,32,17,168,0,1,1,0,0,190,359,ScotTy00,2023
Patrick Taylor,GNB,RB,25,11,0,0,0,0,32,141,0,17,11,49,0,0,0,0,0,190,300,TaylPa01,2023
River Cracraft,MIA,WR,29,10,1,0,0,0,0,0,0,12,9,121,1,0,0,0,0,180,271,CracRi00,2023
Kevin Harris,NWE,RB,23,4,0,0,0,0,16,65,1,3,3,58,0,0,0,0,0,180,213,HarrKe01,2023
Davis Mills,HOU,QB,25,6,0,173,2,0,2,9,0,0,0,0,0,0,0,0,1,180,178,MillDa02,2023
Deven Thompkins,TAM,WR,24,17,1,0,0,0,8,56,0,25,17,83,1,3,1,0,0,180,349,ThomDe07,2023
Melvin Gordon,BAL,RB,30,4,0,0,0,0,26,81,1,3,3,46,0,1,1,0,0,170,197,GordMe00,2023
Damien Harris,BUF,RB,26,6,0,0,0,0,23,94,1,2,2,16,0,0,0,0,0,170,190,HarrDa06,2023
Connor Heyward,PIT,TE,24,17,7,0,0,0,1,0,0,34,23,167,0,0,0,0,0,170,397,HeywCo00,2023
Ray-Ray McCloud,SFO,WR,27,12,1,0,0,0,3,30,0,15,12,135,0,1,0,0,0,170,285,McClRa00,2023
MyCole Pruitt,ATL,TE,31,17,8,0,0,0,0,0,0,12,9,110,1,1,0,0,0,170,260,PruiMy00,2023
Trey Sermon,IND,RB,24,14,0,0,0,0,35,160,0,6,3,13,0,0,0,0,0,170,203,SermTr00,2023
Davis Allen,LAR,TE,22,15,1,0,0,0,0,0,0,11,10,95,1,0,0,0,0,160,255,AlleDa02,2023
Luke Farrell,JAX,TE,26,17,8,0,0,0,0,0,0,15,13,155,0,0,0,0,0,160,285,FarrLu00,2023
Lucas Krull,DEN,TE,25,7,2,0,0,0,0,0,0,14,8,95,1,0,0,0,0,160,235,KrulLu00,2023
John Metchie,HOU,WR,23,16,0,0,0,0,1,4,0,30,16,158,0,0,0,0,0,160,322,MetcJo00,2023
Donovan Peoples-Jones,2TM,WR,24,15,6,0,0,0,0,0,0,25,13,155,0,1,0,0,0,160,285,PeopDo00,2023
Kyle Philips,TEN,WR,24,9,0,0,0,0,0,0,0,22,15,181,0,1,1,0,0,160,311,PhilKy01,2023
Irv Smith Jr.,CIN,TE,25,12,6,0,0,0,0,0,0,26,18,115,1,1,1,0,0,160,335,SmitIr01,2023
John Bates,WAS,TE,26,17,4,0,0,0,0,0,0,28,19,151,0,0,0,0,0,150,341,BateJo00,2023
Jalen Guyton,LAC,WR,26,8,3,0,0,0,0,0,0,21,10,89,1,0,0,0,0,150,249,GuytJa01,2023
Charlie Kolar,BAL,TE,24,15,3,0,0,0,0,0,0,9,7,87,1,0,0,0,0,150,217,KolaCh00,2023
David Moore,TAM,WR,28,7,0,0,0,0,0,0,0,7,5,94,1,0,0,0,0,150,204,MoorDa03,2023
Ronnie Rivers,LAR,RB,24,9,1,0,0,0,32,129,0,5,5,22,0,0,0,0,0,150,201,RiveRo01,2023
Jeremy Ruckert,NYJ,TE,23,15,6,0,0,0,0,0,0,22,16,151,0,0,0,0,0,150,311,RuckJe00,2023
Trent Sherfield,BUF,WR,27,17,1,0,0,0,0,0,0,22,11,86,1,0,0,0,0,150,256,SherTr00,2023
Josh Whyle,TEN,TE,24,11,3,0,0,0,0,0,0,15,9,94,1,0,0,0,0,150,244,WhylJo01,2023
Brock Wright,DET,TE,25,14,4,0,0,0,0,0,0,14,13,91,1,0,0,0,0,150,281,WrigBr01,2023
Chase Claypool,2TM,WR,25,12,2,0,0,0,0,0,0,21,8,77,1,0,0,0,0,140,217,ClayCh01,2023
Jeff Driskel,CLE,QB,30,1,1,166,2,2,7,33,0,0,0,0,0,0,0,0,0,140,139,DrisJe00,2023
Xavier Hutchinson,HOU,WR,23,16,0,0,0,0,5,49,0,19,8,90,0,0,0,0,0,140,219,HutcXa00,2023
Charlie Jones,CIN,WR,25,11,0,0,0,0,2,13,0,9,7,64,0,0,0,0,0,140,207,JoneCh11,2023
Terrace Marshall Jr.,CAR,WR,23,9,4,0,0,0,0,0,0,33,19,139,0,1,0,0,0,140,329,MarsTe00,2023
Byron Pringle,WAS,WR,30,17,1,0,0,0,0,0,0,22,14,161,0,1,1,0,0,140,281,PrinBy00,2023
Ben Skowronek,LAR,WR,26,17,0,0,0,0,2,9,0,12,8,66,1,0,0,0,0,140,215,SkowBe00,2023
Tyquan Thornton,NWE,WR,23,9,3,0,0,0,3,51,0,23,13,91,0,0,0,0,0,140,272,ThorTy00,2023
Jordan Akins,CLE,TE,31,17,4,0,0,0,0,0,0,23,15,132,0,0,0,0,0,130,282,AkinJo00,2023
Isaiah Spiller,LAC,RB,22,9,0,0,0,0,37,96,0,6,6,34,0,0,0,0,0,130,190,SpilIs00,2023
Stephen Sullivan,CAR,TE,27,11,0,0,0,0,0,0,0,24,12,125,0,0,0,0,0,130,245,SullSt00,2023
Lynn Bowden Jr.,NOR,WR,26,15,3,0,0,0,5,32,0,16,11,83,0,1,0,0,0,120,225,BowdLy00,2023
Jason Brownlee,NYJ,WR,24,7,5,0,0,0,0,0,0,8,5,56,1,0,0,0,0,120,166,BrowJa07,2023
Randall Cobb,NYJ,WR,33,11,1,0,0,0,0,0,0,17,5,39,1,0,0,1,0,120,169,CobbRa00,2023
Tyler Goodson,IND,RB,23,6,1,0,0,0,13,87,0,9,6,34,0,0,0,0,0,120,181,GoodTy00,2023
Alec Ingold,MIA,RB,27,17,13,0,0,0,2,0,0,16,13,119,0,0,0,0,0,120,249,IngoAl01,2023
Marcus Mariota,PHI,QB,30,3,0,164,1,1,8,52,0,0,0,0,0,1,1,0,0,120,118,MariMa01,2023
D.J. Montgomery,IND,WR,27,7,0,0,0,0,0,0,0,8,3,56,1,0,0,0,0,120,146,MontDJ01,2023
Boston Scott,PHI,RB,28,15,0,0,0,0,20,86,0,6,4,52,0,1,1,0,0,120,158,ScotBo02,2023
Laviska Shenault Jr.,CAR,WR,25,8,0,0,0,0,12,55,0,10,10,60,0,1,0,0,0,120,215,ShenLa00,2023
Cole Turner,WAS,TE,23,12,1,0,0,0,0,0,0,15,11,120,0,0,0,0,0,120,230,TurnCo00,2023
C.J. Uzomah,NYJ,TE,30,12,8,0,0,0,0,0,0,12,8,58,1,0,0,0,0,120,198,UzomC.00,2023
Jameis Winston,NOR,QB,29,7,0,264,2,3,5,-6,0,0,0,0,0,0,0,0,0,120,120,WinsJa00,2023
Raheem Blackshear,CAR,RB,24,12,0,0,0,0,14,46,0,7,6,45,0,0,0,1,0,110,171,BlacRa00,2023
Brandon Bolden,LVR,RB,33,17,0,0,0,0,4,31,1,0,0,0,0,0,0,1,0,110,111,BoldBr00,2023
Tim Boyle,NYJ,QB,29,3,2,360,1,4,4,5,0,0,0,0,0,2,0,0,0,110,109,BoylTi00,2023
Chris Brooks,MIA,RB,23,9,0,0,0,0,19,106,0,0,0,0,0,0,0,0,0,110,106,BrooCh00,2023
Mecole Hardman,2TM,WR,25,11,2,0,0,0,1,3,0,24,15,124,0,1,1,0,0,110,257,HardMe00,2023
La'Mical Perine,KAN,RB,25,3,1,0,0,0,22,77,0,5,3,33,0,0,0,0,0,110,140,PeriLa00,2023
Patrick Ricard,BAL,RB,29,17,9,0,0,0,0,0,0,7,5,52,1,0,0,0,0,110,162,RicaPa00,2023
Robert Tonyan,CHI,TE,29,17,6,0,0,0,0,0,0,17,11,112,0,0,0,0,0,110,222,TonyRo00,2023
Emanuel Wilson,GNB,RB,24,7,0,0,0,0,14,85,0,5,4,23,0,1,0,0,0,110,148,WilsEm00,2023
Lawrence Cager,NYG,TE,26,11,0,0,0,0,0,0,0,5,4,36,1,0,0,0,0,100,136,CageLa01,2023
Parris Campbell,NYG,WR,26,12,3,0,0,0,0,0,0,27,20,104,0,0,0,0,0,100,304,CampPa00,2023
J.K. Dobbins,BAL,RB,25,1,1,0,0,0,8,22,1,3,2,15,0,0,0,0,0,100,117,DobbJK00,2023
Marquise Goodwin,CLE,WR,33,12,0,0,0,0,4,33,0,13,4,67,0,0,0,0,0,100,140,GoodMa00,2023
Keaontay Ingram,ARI,RB,24,8,1,0,0,0,35,74,0,4,4,26,0,0,0,0,0,100,140,IngrKe01,2023
Case Keenum,HOU,QB,35,2,2,291,1,3,2,1,0,0,0,0,0,1,0,0,0,100,97,KeenCa00,2023
Keith Kirkwood,NOR,WR,29,13,4,0,0,0,0,0,0,9,5,37,1,0,0,0,0,100,147,KirkKe00,2023
Hunter Luepke,DAL,RB,23,17,0,0,0,0,6,19,1,4,3,18,0,0,0,0,0,100,127,LuepHu00,2023
Sterling Shepard,NYG,WR,30,15,2,0,0,0,1,6,0,22,10,57,1,1,1,0,0,100,203,ShepSt00,2023
Brenton Strange,JAX,TE,23,14,4,0,0,0,0,0,0,9,5,35,1,0,0,0,0,100,145,StraBr00,2023
Israel Abanikanda,NYJ,RB,21,6,0,0,0,0,22,70,0,11,7,43,0,1,1,0,0,90,163,AbanIs00,2023
Nick Bawden,NYJ,RB,27,16,2,0,0,0,2,4,1,3,3,21,0,0,0,0,0,90,115,BawdNi00,2023
Richie James,KAN,WR,28,9,1,0,0,0,0,0,0,14,10,114,0,2,1,0,0,90,194,JameRi00,2023
Marcedes Lewis,CHI,TE,39,17,4,0,0,0,0,0,0,5,4,29,1,0,0,0,0,90,129,LewiMa00,2023
Quintin Morris,BUF,TE,24,15,0,0,0,0,0,0,0,3,2,26,1,0,0,0,0,90,106,MorrQu00,2023
Geoff Swaim,ARI,TE,30,14,8,0,0,0,0,0,0,11,10,94,0,0,0,0,0,90,194,SwaiGe00,2023
Brycen Hopkins,LAR,TE,26,15,0,0,0,0,0,0,0,7,5,78,0,0,0,0,0,80,128,HopkBr01,2023
Tim Jones,JAX,WR,25,17,2,0,0,0,0,0,0,18,11,83,0,0,0,0,0,80,193,JoneTi00,2023
Dare Ogunbowale,HOU,RB,29,12,0,0,0,0,8,35,0,7,2,18,0,0,0,0,0,80,103,OgunDa00,2023
Ben Sims,GNB,TE,23,17,1,0,0,0,0,0,0,6,4,21,1,0,0,0,0,80,121,SimsBe00,2023
Samori Toure,GNB,WR,25,11,0,0,0,0,0,0,0,18,8,78,0,1,1,1,0,80,158,TourSa00,2023
Deuce Vaughn,DAL,RB,22,7,0,0,0,0,23,40,0,7,7,40,0,0,0,0,0,80,150,VaugDe00,2023
Trayveon Williams,CIN,RB,26,17,0,0,0,0,15,69,0,9,7,10,0,0,0,0,0,80,149,WillTr06,2023
Blake Bell,KAN,TE,32,17,3,0,0,0,0,0,0,9,5,26,1,1,1,0,0,70,116,BellBl00,2023
Gary Brightwell,NYG,RB,24,7,0,0,0,0,9,19,0,7,5,47,0,0,0,0,0,70,116,BrigGa00,2023
Chris Conley,SFO,WR,31,8,0,0,0,0,0,0,0,6,3,69,0,0,0,0,0,70,99,ConlCh00,2023
Josiah Deguara,GNB,TE,26,15,4,0,0,0,0,0,0,8,8,65,0,0,0,0,0,70,145,DeguJo00,2023
Simi Fehoko,LAC,WR,26,6,0,0,0,0,0,0,0,2,1,9,1,0,0,0,0,70,79,FehoSi00,2023
Eric Gray,NYG,RB,24,13,0,0,0,0,17,48,0,7,6,22,0,3,0,0,0,70,130,GrayEr01,2023
Tyler Johnson,LAR,WR,25,1,0,0,0,0,0,0,0,3,2,8,1,0,0,0,0,70,88,JohnTy00,2023
Velus Jones Jr.,CHI,WR,26,14,0,0,0,0,8,51,0,7,4,20,0,0,0,0,0,70,111,JoneVe00,2023
Clayton Tune,ARI,QB,24,7,1,62,0,2,8,30,1,0,0,0,0,2,1,1,0,70,75,TuneCl00,2023
Tylan Wallace,BAL,WR,24,11,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,70,81,WallTy00,2023
Jalen Brooks,DAL,WR,23,7,0,0,0,0,0,0,0,6,6,64,0,0,0,0,0,60,124,BrooJa03,2023
DeAndre Carter,LVR,WR,30,17,1,0,0,0,3,18,0,7,4,39,0,2,0,0,0,60,97,CartDe02,2023
Payne Durham,TAM,TE,23,13,2,0,0,0,0,0,0,7,5,58,0,0,0,0,0,60,108,DurhPa00,2023
Blaine Gabbert,KAN,QB,34,2,1,185,0,3,7,45,0,0,0,0,0,0,0,0,0,60,59,GabbBl00,2023
Rakim Jarrett,TAM,WR,22,10,0,0,0,0,1,0,0,9,4,60,0,0,0,0,0,60,100,JarrRa00,2023
Ko Kieft,TAM,TE,25,16,6,0,0,0,0,0,0,5,1,2,1,0,0,0,0,60,72,KiefKo00,2023
Isaiah McKenzie,IND,WR,28,13,2,0,0,0,3,14,0,14,11,82,0,3,2,0,0,60,166,McKeIs00,2023
Equanimeous St. Brown,CHI,WR,27,7,2,0,0,0,0,0,0,6,5,62,0,0,0,0,0,60,112,St.BEq00,2023
Ian Thomas,CAR,TE,27,12,5,0,0,0,0,0,0,9,5,56,0,0,0,0,0,60,106,ThomIa00,2023
Darnell Washington,PIT,TE,22,17,7,0,0,0,0,0,0,10,7,61,0,0,0,0,0,60,131,WashDa03,2023
Mitchell Wilcox,CIN,TE,27,17,4,0,0,0,0,0,0,12,9,56,0,0,0,0,0,60,146,WilcMi01,2023
Damien Williams,ARI,RB,31,3,0,0,0,0,11,43,0,2,2,12,0,0,0,0,0,60,75,WillDa05,2023
Brian Hoyer,LVR,QB,38,3,1,231,0,2,3,-3,0,0,0,0,0,0,0,0,0,50,49,HoyeBr00,2023
Ty Montgomery,NWE,WR,30,13,0,0,0,0,3,9,0,12,5,40,0,0,0,0,0,50,99,MontTy01,2023
Justyn Ross,KAN,WR,24,10,1,0,0,0,0,0,0,11,6,53,0,0,0,0,0,50,113,RossJu00,2023
Brett Rypien,LAR,QB,27,2,1,172,0,1,3,19,0,0,0,0,0,2,1,0,0,50,48,RypiBr00,2023
Mike Strachan,CAR,WR,26,4,1,0,0,0,0,0,0,3,1,45,0,0,0,0,0,50,55,StraMi03,2023
Michael Burton,DEN,RB,31,17,3,0,0,0,7,9,0,3,3,8,0,0,0,1,0,40,67,BurtMi00,2023
Grant Calcaterra,PHI,TE,25,15,1,0,0,0,0,0,0,4,4,39,0,0,0,0,0,40,79,CalcGr00,2023
Elijah Cooks,JAX,WR,25,9,0,0,0,0,0,0,0,4,3,38,0,0,0,0,0,40,68,CookEl00,2023
Britain Covey,PHI,WR,26,16,0,0,0,0,0,0,0,6,4,42,0,2,0,0,0,40,82,CoveBr00,2023
Leonard Fournette,BUF,RB,28,2,0,0,0,0,12,40,0,0,0,0,0,0,0,0,0,40,40,FourLe00,2023
Peyton Hendershot,DAL,TE,24,8,1,0,0,0,1,0,0,7,4,38,0,0,0,0,0,40,78,HendPe01,2023
Rashaad Penny,PHI,RB,27,3,0,0,0,0,11,33,0,1,1,5,0,0,0,0,0,40,48,PennRa00,2023
