player_id,player_name
McCaCh01,Christian McCaffrey
JackLa00,Lamar Jackson
HenrDe00,Derrick Henry
JoneAa00,Aaron Jones
ElliEz00,Ezekiel Elliott
CookDa01,Dalvin Cook
ThomMi05,Michael Thomas
KelcTr00,Travis Kelce
ChubNi00,Nick Chubb
IngrMa01,Mark Ingram
EkelAu00,Austin Ekeler
PresDa01,Dak Prescott
AndrMa00,Mark Andrews
WilsRu00,Russell Wilson
GodwCh00,Chris Godwin
KittGe00,George Kittle
WatsDe00,Deshaun Watson
CarsCh00,Chris Carson
GollKe00,Kenny Golladay
WallDa01,Darren Waller
BarkSa00,Saquon Barkley
ErtzZa00,Zach Ertz
MixoJo00,Joe Mixon
GurlTo01,Todd Gurley
CookJa02,Jared Cook
KuppCo00,Cooper Kupp
JoneJu02,Julio Jones
ParkDe01,DeVante Parker
FourLe00,Leonard Fournette
WinsJa00,Jameis Winston
HoopAu00,Austin Hooper
CoopAm00,Amari Cooper
EvanMi00,Mike Evans
BrowAJ00,A.J. Brown
HopkDe00,DeAndre Hopkins
JacoJo01,Josh Jacobs
SandMi01,Miles Sanders
AlleKe00,Keenan Allen
RobiAl02,Allen Robinson
KamaAl00,Alvin Kamara
MackMa00,Marlon Mack
EdelJu00,Julian Edelman
AlleJo02,Josh Allen
LandJa00,Jarvis Landry
DrakKe00,Kenyan Drake
LockTy00,Tyler Lockett
CharDJ00,DJ Chark
MahoPa00,Patrick Mahomes
MurrKy00,Kyler Murray
LindPh00,Phillip Lindsay
SuttCo00,Courtland Sutton
DiggSt00,Stefon Diggs
BrowJo02,John Brown
GallMi00,Michael Gallup
HenrHu00,Hunter Henry
RodgAa00,Aaron Rodgers
HigbTy00,Tyler Higbee
MoorD.00,D.J. Moore
WoodRo02,Robert Woods
WentCa00,Carson Wentz
MostRa00,Raheem Mostert
GoedDa00,Dallas Goedert
BellLe00,Le'Veon Bell
GesiMi00,Mike Gesicki
HillTa00,Taysom Hill
MontDa01,David Montgomery
RidlCa00,Calvin Ridley
McLaTe00,Terry McLaurin
RyanMa00,Matt Ryan
BoydTy00,Tyler Boyd
HydeCa00,Carlos Hyde
JoneMa02,Marvin Jones
SamuDe00,Deebo Samuel
HillTy00,Tyreek Hill
AdamDa01,Davante Adams
BradTo00,Tom Brady
GoffJa00,Jared Goff
GaroJi00,Jimmy Garoppolo
CarrDe02,Derek Carr
CousKi00,Kirk Cousins
FitzRy00,Ryan Fitzpatrick
RivePh00,Philip Rivers
MayfBa00,Baker Mayfield
MinsGa00,Gardner Minshew II
BreeDr00,Drew Brees
TannRy00,Ryan Tannehill
BrisJa00,Jacoby Brissett
JoneDa05,Daniel Jones
DaltAn00,Andy Dalton
TrubMi00,Mitchell Trubisky
DarnSa00,Sam Darnold
AlleKy00,Kyle Allen
StafMa00,Matthew Stafford
MichSo00,Sony Michel
FreeDe00,Devonta Freeman
GordMe00,Melvin Gordon
JoneRo01,Ronald Jones II
PeteAd01,Adrian Peterson
MetcDK00,D.K. Metcalf
WhitJa02,James White
BeckOd00,Odell Beckham Jr.
SandEm00,Emmanuel Sanders
MurrLa00,Latavius Murray
SlayDa01,Darius Slayton
CrowJa00,Jamison Crowder
SingDe00,Devin Singletary
BeasCo00,Cole Beasley
SamuCu00,Curtis Samuel
ColeTe01,Tevin Coleman
ConnJa00,James Conner
WillMi07,Mike Williams
WillDa05,Damien Williams
AndeRo04,Robbie Chosen
ConlCh00,Chris Conley
JohnDu00,Duke Johnson
RudoMa00,Mason Rudolph
WillJa06,Jamaal Williams
JohnDa08,David Johnson
JohnDi01,Diontae Johnson
KeenCa00,Case Keenum
TateGo00,Golden Tate
FitzLa00,Larry Fitzgerald
PerrBr02,Breshad Perriman
BarbPe01,Peyton Barber
HowaJo00,Jordan Howard
WillTy00,Tyrell Williams
BrowMa04,Marquise Brown
CobbRa00,Randall Cobb
KirkCh01,Christian Kirk
FreeRo00,Royce Freeman
HardMe00,Mecole Hardman
PascZa00,Zach Pascal
McCoLe01,LeSean McCoy
WestDe00,Dede Westbrook
BridTe00,Teddy Bridgewater
WashJa00,James Washington
WatkSa00,Sammy Watkins
EdwaGu00,Gus Edwards
WashDe00,DeAndre Washington
CoheTa00,Tarik Cohen
FlacJo00,Joe Flacco
FullWi01,Will Fuller
MariMa01,Marcus Mariota
RenfHu00,Hunter Renfrow
ShepSt00,Sterling Shepard
BreiMa00,Matt Breida
ThieAd00,Adam Thielen
GoreFr00,Frank Gore
HiltT.00,T.Y. Hilton
StilKe00,Kenny Stills
AmenDa00,Danny Amendola
JeffAl00,Alshon Jeffery
HaskDw00,Dwayne Haskins
WittJa00,Jason Witten
CookBr00,Brandin Cooks
FellDa01,Darren Fells
MillAn02,Anthony Miller
SimsSt00,Steven Sims
JohnKe06,Kerryon Johnson
RudoKy00,Kyle Rudolph
BurkRe00,Rex Burkhead
HineNy00,Nyheim Hines
PollTo00,Tony Pollard
ScotBo02,Boston Scott
DaviCo03,Corey Davis
DorsPh00,Phillip Dorsett
OlseGr00,Greg Olsen
EdmoCh00,Chase Edmonds
FantNo00,Noah Fant
SmitJu00,JuJu Smith-Schuster
SmitJo01,Jonnu Smith
DoylJa00,Jack Doyle
RobiDe01,Demarcus Robinson
BourKe00,Kendrick Bourne
LazaAl00,Allen Lazard
LockDr00,Drew Lock
PennRa00,Rashaad Penny
RossJo00,John Ross
EngrEv00,Evan Engram
SanuMo00,Mohamed Sanu
EifeTy00,Tyler Eifert
GrifRy00,Ryan Griffin
HuntKa00,Kareem Hunt
SneaWi00,Willie Snead
GrahJi00,Jimmy Graham
TateAu00,Auden Tate
GabrTa00,Taylor Gabriel
WillPr01,Preston Williams
MattAl01,Alexander Mattison
ValdMa00,Marquez Valdes-Scantling
BrowMa03,Malcolm Brown
DrisJe00,Jeff Driskel
HillBr02,Brian Hill
SamuJa00,Jaylen Samuels
SharTa00,Tajae Sharpe
EbroEr00,Eric Ebron
GinnTe00,Ted Ginn Jr.
AghoNe00,Nelson Agholor
BratCa00,Cameron Brate
ColeKe00,Keelan Cole
JarwBl00,Blake Jarwin
SnelBe00,Benny Snell Jr.
AkinJo00,Jordan Akins
BlouDa00,David Blough
MannEl00,Eli Manning
EricAl01,Alex Erickson
EverGe00,Gerald Everett
HollJa03,Jacob Hollister
SmitTr03,Tre'Quan Smith
WillDa10,Darrel Williams
HurnAl01,Allen Hurns
KnoxDa00,Dawson Knox
ThomCh03,Chris Thompson
DissWi00,Will Dissly
HodgDe00,Devlin Hodges
GageRu00,Russell Gage
GuicDe00,Derrius Guice
HowaO.00,O.J. Howard
HumpAd00,Adam Humphries
McKiJ.00,J.D. McKissic
HockTJ00,T.J. Hockenson
ThomDe03,Demaryius Thomas
JohnOl00,Olabisi Johnson
BoonMi00,Mike Boone
GordJo02,Josh Gordon
HursHa00,Hayden Hurst
MoreFo00,Foster Moreau
RichJa01,Jalen Richard
WilkJo01,Jordan Wilkins
McDoVa00,Vance McDonald
WilsAl02,Albert Wilson
LairPa00,Patrick Laird
SealRi00,Ricky Seals-Jones
SmitKa00,Kaden Smith
BoylNi00,Nick Boyle
WilsJe01,Jeff Wilson
MoorDa03,David Moore
SmitIr01,Irv Smith Jr.
BoldBr00,Brandon Bolden
HillJu00,Justice Hill
LatiCo00,Cody Latimer
MoorMa01,Matt Moore
ScarBo01,Bo Scarbrough
AlliGe01,Geronimo Allison
HillJo02,Josh Hill
LewiDi00,Dion Lewis
ReynJo00,Josh Reynolds
ByrdDa00,Damiere Byrd
JohnMa07,Marcus Johnson
OgunDa00,Dare Ogunbowale
RobeSe00,Seth Roberts
BallKa00,Kalen Ballage
BernGi00,Giovani Bernard
BoykMi00,Miles Boykin
FoleNi00,Nick Foles
ArmsRy00,Ryquell Armstead
GallWa00,Wayne Gallman
HarmKe00,Kelvin Harmon
RichPa01,Paul Richardson
HamiDa01,DaeSean Hamilton
JohnTy02,Ty Johnson
McKeIs00,Isaiah McKenzie
MeyeJa01,Jakobi Meyers
UzomC.00,C.J. Uzomah
HarrDe03,Demetrius Harris
WillJo07,Jonathan Williams
AustTa00,Tavon Austin
WalkHu00,Delanie Walker
AlleBr00,Brandon Allen
HallMa02,Marvin Hall
SchaMa00,Matt Schaub
BrowJa03,Jaron Brown
SmitVy00,Vyncint Smith
WardGr02,Greg Ward
CoopPh00,Pharoh Cooper
CoutKe00,Keke Coutee
JuszKy00,Kyle Juszczyk
TurnMa00,Malik Turner
ClayCh00,Charles Clay
OlliQa00,Qadree Ollison
RogeCh02,Chester Rogers
SpriJe00,Jeremy Sprinkle
WrigJa02,Jarius Wright
JackDe00,DeSean Jackson
KumeJa00,Jake Kumerow
MillSc01,Scott Miller
WatsJu01,Justin Watson
GranJa00,Jakeem Grant
HarrNK00,N'Keal Harry
O'ShJa00,James O'Shaughnessy
WaltMa00,Mark Walton
DaniCh00,Chase Daniel
FirkAn00,Anthony Firkser
FordIs00,Isaiah Ford
GoodMa00,Marquise Goodwin
HillDo00,Dontrell Hilliard
IsabAn00,Andy Isabella
PoweBi00,Bilal Powell
QuinTr00,Trey Quinn
RatlDa00,Damion Ratley
WillMa04,Maxx Williams
ArnoDa00,Dan Arnold
FinlRy00,Ryan Finley
JohnKe07,KeeSean Johnson
PattCo00,Cordarrelle Patterson
SmitIt00,Ito Smith
WimsJa00,Javon Wims
AbduAm00,Ameer Abdullah
GaskMy00,Myles Gaskin
PettDa00,Dante Pettis
TreaLa00,Laquon Treadwell
ZaccOl01,Olamide Zaccheaus
ArceJJ00,JJ Arcega-Whiteside
BonnRe00,Reggie Bonnafon
ElliRh00,Rhett Ellison
FowlBe00,Bennie Fowler
PrinBy00,Byron Pringle
ThomDa06,Darwin Thompson
ThomLo00,Logan Thomas
WillDu01,Duke Williams
JackJu01,Justin Jackson
JoneZa00,Zay Jones
LewiMa00,Marcedes Lewis
PatrTi00,Tim Patrick
DwelRo00,Ross Dwelley
GrahJa01,Jaeden Graham
HamxC.00,C.J. Ham
HoyeBr00,Brian Hoyer
RaymKa00,Kalif Raymond
CampPa00,Parris Campbell
CarrDe00,Derek Carrier
DaviTr03,Trevor Davis
HardJu00,Justin Hardy
JameRi00,Richie James
ThomIa00,Ian Thomas
LaCoMa00,Matt LaCosse
MontTy01,Ty Montgomery
ProsC.00,C.J. Prosise
DaviVe00,Vernon Davis
HendDa00,Darrell Henderson
InmaDo00,Dontrelle Inman
RoseJo01,Josh Rosen
HeueJe00,Jeff Heuerman
HomeTr00,Travis Homer
IzzoRy00,Ryan Izzo
McCaA.00,A.J. McCarron
NewtCa00,Cam Newton
OLeaNi00,Nick O'Leary
SmitDe04,Devin Smith
VannNi00,Nick Vannett
WatsBe00,Ben Watson
YeldT.00,T.J. Yeldon
BeckAn01,Andrew Beck
GrifRo01,Robert Griffin III
HentHa00,Hale Hentges
TonyRo00,Robert Tonyan
PerkJo02,Joshua Perkins
PruiMy00,MyCole Pruitt
SmalWe00,Wendell Smallwood
CartDe02,DeAndre Carter
DevaSe00,Seth Devalve
EdmuTr00,Trey Edmunds
GreeVi00,Virgil Green
HillWe00,Wes Hills
JameJe00,Jesse James
BrowDa04,Daniel Brown
DossKe00,Keelan Doss
HollMa00,Mack Hollins
HorsJe00,Jesper Horsted
KrofTy00,Tyler Kroft
RoetBe00,Ben Roethlisberger
WhytKe00,Kerrith Whyte Jr
BrauBe00,Ben Braunecker
BrowAn04,Antonio Brown
CainDe00,Deon Cain
HiggRa00,Rashard Higgins
IngoAl01,Alec Ingold
AlleJa01,Javorius Allen
CarlSt00,Stephen Carlson
RicaPa00,Patrick Ricard
SproDa00,Darren Sproles
SweeTo00,Tommy Sweeney
ZylsBr00,Brandon Zylstra
AtemMa00,Marcell Ateman
BerrBr00,Braxton Berrios
FumaTr00,Troy Fumagalli
HarrDe07,Deonte Harty
JanoAn00,Andy Janovich
JoneT.00,T.J. Jones
NelsJJ00,JJ Nelson
NjokDa00,David Njoku
VitaDa00,Danny Vitale
WattDe00,Derek Watt
AlieMo00,Mo Alie-Cox
BarnKe00,Kenjon Barner
BlakCh00,Christian Blake
CallAn00,Antonio Callaway
FalkLu00,Luke Falk
FostRo01,Robert Foster
HoltJ.01,J.P. Holtz
JohnDE04,D'Ernest Johnson
LyncMa00,Marshawn Lynch
SmitLe00,Lee Smith
ArmaAl00,Alex Armah
BellNi01,Nick Bellore
BryaVe00,Ventell Bryant
BurtTr01,Trey Burton
HodgKh00,KhaDarel Hodge
SherTr00,Trent Sherfield
WillDa11,Damion Willis
WillLu00,Luke Willson
BeebCh00,Chad Beebe
BellBl00,Blake Bell
BookDe00,Devontae Booker
CarsTr01,Tra Carson
CartCe00,Cethan Carter
HogaCh00,Chris Hogan
PopeTr00,Troymaine Pope
RidlRi00,Riley Ridley
ShahAd00,Adam Shaheen
SmytDu00,Durham Smythe
SwaiGe00,Geoff Swaim
WareSp00,Spencer Ware
WashDw00,Dwayne Washington
BarkMa00,Matt Barkley
ConkTy00,Tyler Conklin
HundBr00,Brett Hundley
JoneTe02,Tevin Jones
LacyCh00,Chris Lacy
LineZa01,Zach Line
PattAn00,Andre Patton
TaylTy00,Tyrod Taylor
WalfCl00,Clive Walford
WilsBr01,Brandon Wilson
BlasKh00,Khari Blasingame
BurnDe00,Deontay Burnett
DaviMi01,Mike Davis
DiMaPa00,Patrick DiMarco
HillJo03,Jon Hilliman
HollAl00,Alexander Hollins
JoneTa00,Taiwan Jones
KendLa00,Lance Kendricks
OzigDe01,Devine Ozigbo
PennEl00,Elijhaa Penny
StocLu00,Luke Stocker
WescTr00,Trevon Wesco
WhitDe01,DeAndrew White
WilsCe01,Cedrick Wilson Jr.
YeldDe00,Deon Yelder
AndeC.00,C.J. Anderson
DaviGe00,Geremy Davis
GlenMi00,Mike Glennon
McCoCo00,Colt McCoy
MitcSt02,Steven Mitchell
MoorJa02,Jason Moore
PerkPa00,Paul Perkins
AjayJa00,Jay Ajayi
BenjTr00,Travis Benjamin
BoarC.00,C.J. Board
BrowPh01,Pharaoh Brown
CoreCo00,Cody Core
DawkDa01,Dalyn Dawkins
FuncDe00,Devin Funchess
HoltJo00,Johnny Holton
HudsTa00,Tanner Hudson
HymaIs00,Ishmael Hyman
MattJo00,Jordan Matthews
McElCo00,Codey McElroy
MundJo00,Johnny Mundt
RobeAn00,Andre Roberts
SampDr00,Drew Sample
ScotDa02,Da'Mari Scott
ShepRu00,Russell Shepard
SherAn00,Anthony Sherman
SimsCa00,Cam Sims
SwitRy00,Ryan Switzer
BawdNi00,Nick Bawden
BellJo02,Josh Bellamy
BrowFr01,Fred Brown
CrabMi00,Michael Crabtree
DaviRa01,Rashard Davis
DaviRo00,Robert Davis
DuliAs00,Ashton Dulin
ErviTy00,Tyler Ervin
JennDa00,Darius Jennings
LeexMa00,Marqise Lee
LogaT.00,T.J. Logan
MoncDo00,Donte Moncrief
MoorCh00,Chris Moore
MorgSt02,Stanley Morgan Jr.
OlivJo00,Josh Oliver
PeriSa00,Samaje Perine
SaubEr00,Eric Saubert
SmitKe03,Keith Smith
SpenDi00,Diontae Spencer
WilsJe00,Bobo Wilson
ZennZa00,Zach Zenner
AdamJo03,Josh Adams
AuclAn00,Antony Auclair
BrooTo01,Tony Brooks-James
CarrAu00,Austin Carr
CulkSe00,Sean Culkin
FergJo02,Josh Ferguson
GranRy01,Ryan Grant
GrieWi00,Will Grier
GrifRy01,Ryan Griffin
HarrDa06,Damien Harris
HarrDw00,Dwayne Harris
HernCh00,Chris Herndon
HollCo00,Cody Hollister
HoweGr00,Buddy Howell
JohnJa12,Jakob Johnson
JoneCh10,Charles Jones
KellJo00,John Kelly
KoyaBe00,Ben Koyack
ManhCh00,Chris Manhertz
McCoJo01,Josh McCown
NallRy00,Ryan Nall
NautIs00,Isaac Nauta
OlszGu00,Gunner Olszewski
OrtiRi00,Ricky Ortiz
ScarJo00,Jordan Scarlett
SchuDa00,Dalton Schultz
ScotJa02,Jaleel Scott
SimoSc00,Scott Simonson
SmitJe03,Jeff Smith
SwooTy00,Tyrone Swoopes
ThomDe05,De'Anthony Thomas
ThomJo05,Jordan Thomas
ThomMi04,Mike Thomas
ToilLe00,Levine Toilolo
TurnDe01,De'Lance Turner
UrsuJo00,John Ursua
WillDe07,Dexter Williams
AdamJe01,Jerell Adams
AndeSt01,Stephen Anderson
BaylEv00,Evan Baylis
BlanKe01,Kendall Blanton
BoylTi00,Tim Boyle
BurtDe00,Deante Burton
BurtMi00,Michael Burton
CannTr00,Trenton Cannon
CeleGa00,Garrett Celek
ChunJo00,Jordan Chunn
CoxxCh01,Chandler Cox
CracRi00,River Cracraft
CunnJe00,Jerome Cunningham
DaniDa02,Darrell Daniels
DaviDa03,Davion Davis
DeveJa00,James Develin
DickGa00,Garrett Dickerson
DietGe00,Gehrig Dieter
DillBr00,Brandon Dillon
DoctJo00,Josh Doctson
ElliAl01,Alex Ellis
FaleDa00,David Fales
FlueDa00,David Fluellen
FostD.01,D.J. Foster
FulgTr00,Travis Fulgham
GentZa00,Zach Gentry
GilbGa01,Garrett Gilbert
GillCu00,Cullen Gillaspia
GrayCy01,Cyril Grayson
GrimXa00,Xavier Grimble
GuytJa01,Jalen Guyton
HardJu01,Justin Hardee
HogaKr00,Krishawn Hogan
HumpLi01,Lil'Jordan Humphrey
IrwiTr00,Trenton Irwin
JennGa00,Gary Jennings Jr
KennTo01,Tom Kennedy
KidsDa00,Darvin Kidsy
KirkKe00,Keith Kirkwood
LengMa00,Matt Lengel
MaloJo00,Josh Malone
McNiJe00,Jeremy McNichols
McSoTr00,Trace McSorley
MeieCa00,Carson Meier
MickJa01,Jaydon Mickens
MorrAl00,Alfred Morris
MullNi00,Nick Mullens
NatsJo00,Jojo Natson
NixxRo01,Roosevelt Nix
OlawJa00,Jamize Olawale
OlumDo00,Donovan Olumba
PerrSe00,Senorise Perry
ReynCr00,Craig Reynolds
RodgRi00,Richard Rodgers
RushCo00,Cooper Rush
SchnSp00,Spencer Schnell
SchrMa00,Mason Schreck
SiemTr00,Trevor Siemian
SlatMa00,Matthew Slater
SmitRo06,Rod Smith
SterJa00,Jace Sternberger
TannAl00,Alex Tanney
TaylTa00,Taywan Taylor
TomlEr01,Eric Tomlinson
TurbRo00,Robert Turbin
VandJa00,Jason Vander Laan
WaltAu00,Austin Walter
WeahJe01,Jester Weah
