name,team,position,age,games_played,games_started,passing_yards,passing_tds,interceptions,rushing_atts,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fumbles,fumbles_lost,two_point_conversions,two_point_conversions_passing,fantasy_points_standard,fantasy_points_ppr,player_id
Emanuel Wilson,GNB,RB,24,7,0,0,0,0,14,85,0,5,4,23,0,1,0,,,11,14.8,WilsEm00
Lawrence Cager,NYG,TE,26,11,0,0,0,0,0,0,0,5,4,36,1,0,0,,,10,13.6,CageLa01
Parris Campbell,NYG,WR,26,12,3,0,0,0,0,0,0,27,20,104,0,0,0,,,10,30.4,CampPa00
J.K. Dobbins,BAL,RB,25,1,1,0,0,0,8,22,1,3,2,15,0,0,0,,,10,11.7,DobbJK00
Marquise Goodwin,CLE,WR,33,12,0,0,0,0,4,33,0,13,4,67,0,0,0,,,10,14.0,GoodMa00
Keaontay Ingram,ARI,RB,24,8,1,0,0,0,35,74,0,4,4,26,0,0,0,,,10,14.0,IngrKe01
Case Keenum,HOU,QB,35,2,2,291,1,3,2,1,0,0,0,0,0,1,0,,,10,9.7,KeenCa00
Keith Kirkwood,NOR,WR,29,13,4,0,0,0,0,0,0,9,5,37,1,0,0,,,10,14.7,KirkKe00
Hunter Luepke,DAL,RB,23,17,0,0,0,0,6,19,1,4,3,18,0,0,0,,,10,12.7,LuepHu00
Sterling Shepard,NYG,WR,30,15,2,0,0,0,1,6,0,22,10,57,1,1,1,,,10,20.3,ShepSt00
Brenton Strange,JAX,TE,23,14,4,0,0,0,0,0,0,9,5,35,1,0,0,,,10,14.5,StraBr00
Israel Abanikanda,NYJ,RB,21,6,0,0,0,0,22,70,0,11,7,43,0,1,1,,,9,16.3,AbanIs00
Nick Bawden,NYJ,FB,27,16,2,0,0,0,2,4,1,3,3,21,0,0,0,,,9,11.5,BawdNi00
Richie James,KAN,WR,28,9,1,0,0,0,0,0,0,14,10,114,0,2,1,,,9,19.4,JameRi00
Marcedes Lewis,CHI,TE,39,17,4,0,0,0,0,0,0,5,4,29,1,0,0,,,9,12.9,LewiMa00
Quintin Morris,BUF,TE,24,15,0,0,0,0,0,0,0,3,2,26,1,0,0,,,9,10.6,MorrQu00
Geoff Swaim,ARI,TE,30,14,8,0,0,0,0,0,0,11,10,94,0,0,0,,,9,19.4,SwaiGe00
Brycen Hopkins,LAR,TE,26,15,0,0,0,0,0,0,0,7,5,78,0,0,0,,,8,12.8,HopkBr01
Tim Jones,JAX,WR,25,17,2,0,0,0,0,0,0,18,11,83,0,0,0,,,8,19.3,JoneTi00
Dare Ogunbowale,HOU,RB,29,12,0,0,0,0,8,35,0,7,2,18,0,0,0,,,8,10.3,OgunDa00
Ben Sims,GNB,TE,23,17,1,0,0,0,0,0,0,6,4,21,1,0,0,,,8,12.1,SimsBe00
Samori Toure,GNB,WR,25,11,0,0,0,0,0,0,0,18,8,78,0,1,1,1,,8,15.8,TourSa00
Deuce Vaughn,DAL,RB,22,7,0,0,0,0,23,40,0,7,7,40,0,0,0,,,8,15.0,VaugDe00
Trayveon Williams,CIN,RB,26,17,0,0,0,0,15,69,0,9,7,10,0,0,0,,,8,14.9,WillTr06
Blake Bell,KAN,TE,32,17,3,0,0,0,0,0,0,9,5,26,1,1,1,,,7,11.6,BellBl00
Gary Brightwell,NYG,RB,24,7,0,0,0,0,9,19,0,7,5,47,0,0,0,,,7,11.6,BrigGa00
Chris Conley,SFO,WR,31,8,0,0,0,0,0,0,0,6,3,69,0,0,0,,,7,9.9,ConlCh00
Josiah Deguara,GNB,TE,26,15,4,0,0,0,0,0,0,8,8,65,0,0,0,,,7,14.5,DeguJo00
Simi Fehoko,LAC,WR,26,6,0,0,0,0,0,0,0,2,1,9,1,0,0,,,7,7.9,FehoSi00
Eric Gray,NYG,RB,24,13,0,0,0,0,17,48,0,7,6,22,0,3,0,,,7,13.0,GrayEr01
Tyler Johnson,LAR,WR,25,1,0,0,0,0,0,0,0,3,2,8,1,0,0,,,7,8.8,JohnTy00
Velus Jones Jr.,CHI,WR,26,14,0,0,0,0,8,51,0,7,4,20,0,0,0,,,7,11.1,JoneVe00
Clayton Tune,ARI,QB,24,7,1,62,0,2,8,30,1,0,0,0,0,2,1,1,,7,7.5,TuneCl00
Tylan Wallace,BAL,WR,24,11,0,0,0,0,0,0,0,2,1,11,0,0,0,,,7,8.1,WallTy00
Jalen Brooks,DAL,WR,23,7,0,0,0,0,0,0,0,6,6,64,0,0,0,,,6,12.4,BrooJa03
DeAndre Carter,LVR,WR,30,17,1,0,0,0,3,18,0,7,4,39,0,2,0,,,6,9.7,CartDe02
Payne Durham,TAM,TE,23,13,2,0,0,0,0,0,0,7,5,58,0,0,0,,,6,10.8,DurhPa00
Blaine Gabbert,KAN,QB,34,2,1,185,0,3,7,45,0,0,0,0,0,0,0,,,6,5.9,GabbBl00
Rakim Jarrett,TAM,WR,22,10,0,0,0,0,1,0,0,9,4,60,0,0,0,,,6,10.0,JarrRa00
Ko Kieft,TAM,TE,25,16,6,0,0,0,0,0,0,5,1,2,1,0,0,,,6,7.2,KiefKo00
Isaiah McKenzie,IND,WR,28,13,2,0,0,0,3,14,0,14,11,82,0,3,2,,,6,16.6,McKeIs00
Equanimeous St. Brown,CHI,WR,27,7,2,0,0,0,0,0,0,6,5,62,0,0,0,,,6,11.2,St.BEq00
Ian Thomas,CAR,TE,27,12,5,0,0,0,0,0,0,9,5,56,0,0,0,,,6,10.6,ThomIa00
Darnell Washington,PIT,TE,22,17,7,0,0,0,0,0,0,10,7,61,0,0,0,,,6,13.1,WashDa03
Mitchell Wilcox,CIN,TE,27,17,4,0,0,0,0,0,0,12,9,56,0,0,0,,,6,14.6,WilcMi01
Damien Williams,ARI,RB,31,3,0,0,0,0,11,43,0,2,2,12,0,0,0,,,6,7.5,WillDa05
Brian Hoyer,LVR,QB,38,3,1,231,0,2,3,-3,0,0,0,0,0,0,0,,,5,4.9,HoyeBr00
Ty Montgomery,NWE,WR,30,13,0,0,0,0,3,9,0,12,5,40,0,0,0,,,5,9.9,MontTy01
Justyn Ross,KAN,WR,24,10,1,0,0,0,0,0,0,11,6,53,0,0,0,,,5,11.3,RossJu00
Brett Rypien,LAR,QB,27,2,1,172,0,1,3,19,0,0,0,0,0,2,1,,,5,4.8,RypiBr00
Mike Strachan,CAR,WR,26,4,1,0,0,0,0,0,0,3,1,45,0,0,0,,,5,5.5,StraMi03
Michael Burton,DEN,FB,31,17,3,0,0,0,7,9,0,3,3,8,0,0,0,1,,4,6.7,BurtMi00
Grant Calcaterra,PHI,TE,25,15,1,0,0,0,0,0,0,4,4,39,0,0,0,,,4,7.9,CalcGr00
Elijah Cooks,JAX,WR,25,9,0,0,0,0,0,0,0,4,3,38,0,0,0,,,4,6.8,CookEl00
Britain Covey,PHI,WR,26,16,0,0,0,0,0,0,0,6,4,42,0,2,0,,,4,8.2,CoveBr00
Leonard Fournette,BUF,RB,28,2,0,0,0,0,12,40,0,0,0,0,0,0,0,,,4,4.0,FourLe00
Peyton Hendershot,DAL,TE,24,8,1,0,0,0,1,0,0,7,4,38,0,0,0,,,4,7.8,HendPe01
Rashaad Penny,PHI,RB,27,3,0,0,0,0,11,33,0,1,1,5,0,0,0,,,4,4.8,PennRa00
Jack Stoll,PHI,TE,25,17,10,0,0,0,0,0,0,8,5,38,0,0,0,,,4,8.8,StolJa00
Ke'Shawn Vaughn,TAM,RB,26,6,0,0,0,0,24,42,0,5,2,2,0,0,0,,,4,6.4,VaugKe00
Khari Blasingame,CHI,FB,27,16,2,0,0,0,8,26,0,6,3,2,0,0,0,,,3,5.8,BlasKh00
Keelan Doss,LAC,WR,27,5,0,0,0,0,0,0,0,13,6,33,0,0,0,,,3,9.3,DossKe00
Greg Dulcich,DEN,TE,23,2,1,0,0,0,0,0,0,4,3,25,0,0,0,,,3,5.5,DulcGr00
Devin Duvernay,BAL,WR,26,13,1,0,0,0,4,15,0,9,4,18,0,0,0,,,3,7.3,DuveDe00
Derrick Gore,WAS,RB,29,6,0,0,0,0,3,26,0,0,0,0,0,0,0,,,3,2.6,GoreDe00
C.J. Ham*,MIN,FB,30,17,5,0,0,0,1,7,0,9,7,25,0,0,0,,,3,10.2,HamxC.00
Julian Hill,MIA,TE,23,15,4,0,0,0,0,0,0,9,6,48,0,1,1,,,3,8.8,HillJu02
Trishton Jackson,MIN,WR,25,7,0,0,0,0,0,0,0,4,2,9,0,0,0,1,,3,4.9,JackTr02
James Mitchell,DET,TE,24,15,1,0,0,0,0,0,0,2,2,28,0,0,0,,,3,4.8,MitcJa00
Jalen Nailor,MIN,WR,24,6,1,0,0,0,0,0,0,6,3,29,0,0,0,,,3,5.9,NailJa00
Teagan Quitoriano,HOU,TE,23,7,5,0,0,0,0,0,0,3,2,33,0,0,0,,,3,5.3,QuitTe00
Cooper Rush,DAL,QB,30,7,0,144,0,1,12,-5,0,0,0,0,0,0,0,,,3,3.3,RushCo00
Steven Sims,HOU,WR,26,3,0,0,0,0,1,1,0,3,3,25,0,0,0,,,3,5.6,SimsSt00
Keith Smith,ATL,FB,31,13,6,0,0,0,0,0,0,3,3,33,0,0,0,,,3,6.3,SmitKe03
Sean Tucker,TAM,RB,22,11,0,0,0,0,15,23,0,2,2,9,0,0,0,,,3,5.2,TuckSe00
Malik Willis,TEN,QB,24,3,0,74,0,0,5,21,0,0,0,0,0,1,1,,,3,3.1,WillMa12
Charlie Woerner,SFO,TE,26,17,2,0,0,0,0,0,0,3,3,32,0,0,0,,,3,6.2,WoerCh00
Kenny Yeboah,NYJ,TE,25,5,1,0,0,0,0,0,0,4,2,28,0,0,0,,,3,4.8,YeboKe00
Nate Adkins,DEN,TE,24,10,1,0,0,0,0,0,0,5,4,22,0,0,0,,,2,6.2,AdkiNa00
Kayshon Boutte,NWE,WR,21,5,0,0,0,0,0,0,0,7,2,19,0,0,0,,,2,3.9,BoutKa00
Miles Boykin,PIT,WR,27,17,0,0,0,0,0,0,0,4,3,17,0,0,0,,,2,4.7,BoykMi00
DeeJay Dallas,SEA,RB,25,17,0,0,0,0,10,36,0,9,6,26,0,2,2,,,2,8.2,DallDe00
Tyrion Davis-Price,SFO,RB,23,1,0,0,0,0,6,21,0,0,0,0,0,0,0,,,2,2.1,DaviTy03
Elijah Dotson,LAC,RB,24,4,0,0,0,0,4,6,0,2,2,13,0,0,0,,,2,3.9,DotsEl00
Zach Evans,LAR,RB,22,10,0,0,0,0,9,19,0,0,0,0,0,0,0,,,2,1.9,EvanZa00
Erik Ezukanma,MIA,WR,23,2,0,0,0,0,5,22,0,1,0,0,0,0,0,,,2,2.2,EzukEr00
Jake Funk,IND,RB,25,4,0,0,0,0,2,10,0,1,1,12,0,0,0,,,2,3.2,FunkJa00
Jaren Hall,MIN,QB,25,3,2,168,0,1,6,14,0,0,0,0,0,2,2,,,2,2.1,HallJa00
Marvin Jones,DET,WR,33,6,4,0,0,0,0,0,0,10,5,35,0,1,1,,,2,6.5,JoneMa02
Zonovan Knight,DET,RB,22,2,0,0,0,0,3,13,0,1,1,8,0,0,0,,,2,3.1,KnigZo00
Chris Manhertz,DEN,TE,31,16,4,0,0,0,0,0,0,4,2,16,0,0,0,,,2,3.6,ManhCh00
Nick Muse,MIN,TE,25,2,0,0,0,0,0,0,0,1,1,22,0,0,0,,,2,3.2,MuseNi00
Gunner Olszewski,2TM,WR,27,12,0,0,0,0,0,0,0,1,1,0,0,4,2,,,2,3.0,OlszGu00
Zach Pascal,ARI,WR,29,14,1,0,0,0,0,0,0,15,4,19,0,0,0,,,2,5.9,PascZa00
Laquon Treadwell,BAL,WR,28,5,1,0,0,0,0,0,0,3,1,16,0,0,0,,,2,2.6,TreaLa00
Trevon Wesco,TEN,TE,28,15,10,0,0,0,0,0,0,3,1,21,0,0,0,,,2,3.1,WescTr00
Mike White,MIA,QB,28,6,0,74,1,1,8,-9,0,0,0,0,0,1,1,,,2,2.1,WhitMi01
Alex Armah,WAS,RB,29,8,0,0,0,0,0,0,0,3,3,13,0,0,0,,,1,4.3,ArmaAl00
Sean Clifford,GNB,QB,25,2,0,37,0,0,3,-2,0,0,0,0,0,1,0,,,1,1.3,ClifSe00
Jashaun Corbin,NYG,RB,23,6,0,0,0,0,1,1,0,3,3,12,0,0,0,,,1,4.3,CorbJa01
Kenyan Drake,2TM,RB,29,3,0,0,0,0,2,0,0,3,2,31,0,1,1,,,1,3.1,DrakKe00
Ross Dwelley,SFO,TE,28,12,0,0,0,0,0,0,0,2,1,12,0,0,0,,,1,2.2,DwelRo00
D'Wayne Eskridge,SEA,WR,26,4,0,0,0,0,2,5,0,1,0,0,0,0,0,,,1,0.5,EskrDW00
Chris Evans,CIN,RB,26,8,0,0,0,0,2,12,0,1,1,-1,0,0,0,,,1,2.1,EvanCh02
Tucker Fisk,ATL,TE,24,6,2,0,0,0,0,0,0,1,1,9,0,0,0,,,1,1.9,FiskTu00
John FitzPatrick,ATL,TE,23,9,0,0,0,0,0,0,0,1,1,12,0,0,0,,,1,2.2,FitzJo00
Cole Fotheringham,LVR,TE,26,2,0,0,0,0,0,0,0,1,1,6,0,0,0,,,1,1.6,FothCo00
Evan Hull,IND,RB,23,1,0,0,0,0,1,1,0,1,1,6,0,0,0,,,1,1.7,HullEv00
Collin Johnson,CHI,WR,26,3,0,0,0,0,0,0,0,1,1,11,0,0,0,,,1,2.1,JohnCo01
Jakob Johnson,LVR,FB,29,13,5,0,0,0,0,0,0,2,1,12,0,0,0,,,1,2.2,JohnJa12
Mason Kinsey,TEN,WR,25,6,0,0,0,0,0,0,0,1,1,6,0,0,0,,,1,1.6,KinsMa00
A.J. McCarron,CIN,QB,33,2,0,19,0,0,0,0,0,0,0,0,0,0,0,,,1,0.8,McCaA.00
Anthony McFarland Jr.,PIT,RB,25,3,0,0,0,0,0,0,0,2,2,11,0,0,0,,,1,3.1,McFaAn00
Kene Nwangwu,MIN,RB,25,9,0,0,0,0,5,13,0,0,0,0,0,0,0,,,1,1.3,NwanKe00
Devine Ozigbo,DET,RB,27,3,0,0,0,0,3,5,0,1,1,8,0,0,0,,,1,2.3,OzigDe01
Kevin Rader,TEN,TE,28,14,0,0,0,0,0,0,0,3,1,6,0,0,0,,,1,1.6,RadeKe00
Eric Saubert,2TM,TE,29,10,1,0,0,0,0,0,0,3,3,12,0,0,0,,,1,4.2,SaubEr00
Willie Snead,SFO,WR,31,4,0,0,0,0,0,0,0,3,2,14,0,0,0,,,1,3.4,SneaWi00
Malik Taylor,NYJ,WR,28,3,0,0,0,0,0,0,0,4,2,13,0,0,0,,,1,3.3,TaylMa01
Cody Thompson,SEA,WR,27,7,0,0,0,0,0,0,0,1,1,10,0,0,0,,,1,2.0,ThomCo04
Austin Trammell,LAR,WR,25,16,0,0,0,0,0,0,0,7,4,29,0,3,1,,,1,4.9,TramAu00
Jonathan Ward,TEN,RB,26,7,0,0,0,0,3,11,0,0,0,0,0,0,0,,,1,1.1,WardJo00
Devon Allen,PHI,WR,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,AlleDe02
Stephen Anderson,LAC,TE,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,AndeSt01
Andre Baccellia,ARI,WR,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,BaccAn00
Michael Bandy,DEN,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,BandMi00
Matt Barkley,JAX,QB,33,1,0,0,0,0,3,-3,0,0,0,0,0,0,0,,,,-0.3,BarkMa00
Nick Bellore*,SEA,FB,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,BellNi01
Chris Blair,ATL,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,BlaiCh00
Teddy Bridgewater,DET,QB,31,1,0,0,0,0,2,-2,0,0,0,0,0,0,0,,,,-0.2,BridTe00
Matt Bushman,KAN,TE,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,BushMa00
Terrell Bynum,LAC,WR,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,BynuTe00
Damiere Byrd,ATL,WR,30,1,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,ByrdDa00
Jason Cabinda,DET,FB,27,4,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,CabiJa00
Marquez Callaway,NOR,WR,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,CallMa01
Stephen Carlson,CHI,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,CarlSt00
Irvin Charles,NYJ,WR,26,12,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,CharIr00
Julius Chestnut,TEN,RB,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,ChesJu00
Dan Chisena,ARI,WR,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,ChisDa00
Corey Clement,ARI,RB,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,ClemCo00
Tanner Conner,MIA,TE,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,ConnTa00
Malik Cunningham,2TM,QB,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,CunnMa00
Darrell Daniels,DET,TE,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,DaniDa02
Frank Darby,ATL,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,DarbFr00
Jaelon Darden,CLE,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,DardJa00
Malik Davis,DAL,RB,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,DaviMa02
Phillip Dorsett,DEN,WR,30,2,1,0,0,0,0,0,0,3,0,0,0,0,0,,,,,DorsPh00
Colton Dowell,TEN,WR,24,10,1,0,0,0,0,0,0,2,1,3,0,0,0,,,,1.3,DoweCo00
Dylan Drummond,DET,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,DrumDy00
Sam Ehlinger,IND,QB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,EhliSa00
Princeton Fant,DAL,TE,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,FantPr00
Ethan Fernea,IND,WR,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,FernEt00
Anthony Firkser,DET,TE,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,FirkAn00
Dez Fitzpatrick,PIT,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,FitzDe00
Myles Gaskin,2TM,RB,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,GaskMy00
Zach Gentry,LVR,TE,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,GentZa00
Reggie Gilliam,BUF,FB,26,17,0,0,0,0,0,0,0,1,1,3,0,0,0,,,,1.3,GillRe00
Antoine Green,DET,WR,24,9,0,0,0,0,0,0,0,2,1,2,0,0,0,,,,1.2,GreeAn00
Jacob Harris,JAX,WR,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,HarrJa03
N'Keal Harry,MIN,WR,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,HarrNK00
Jamycal Hasty,2TM,RB,27,5,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,HastJa02
Parker Hesse,ATL,TE,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,HessPa00
J.P. Holtz,NOR,TE,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,HoltJ.01
Travis Homer,CHI,RB,25,16,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,HomeTr00
Jesper Horsted,LVR,TE,26,13,0,0,0,0,0,0,0,1,1,4,0,0,0,,,,1.4,HorsJe00
Mohamed Ibrahim,DET,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,IbraMo00
Godwin Igwebuike,2TM,RB,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,IgweGo00
Andy Isabella,BUF,WR,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,IsabAn00
Kearis Jackson,TEN,WR,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,JackKe02
Lucky Jackson,MIN,WR,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,JackLu00
Shedrick Jackson,CIN,WR,24,5,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,JackSh01
Tyree Jackson,NYG,TE,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,JackTy01
Johnny Johnson,HOU,WR,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,JohnJo12
Hunter Kampmoyer,LAC,TE,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,KampHu00
Dalton Keene,HOU,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,KeenDa00
Tyler Kroft,MIA,TE,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,KrofTy00
Zack Kuntz,NYJ,TE,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,KuntZa00
Kwamie Lassiter II,CIN,WR,25,1,0,0,0,0,0,0,0,1,1,2,0,0,0,,,,1.2,LassKw00
Hunter Long,LAR,TE,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,LongHu00
Tay Martin,SFO,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MartTa00
Ben Mason,BAL,FB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MasoBe00
Jordan Matthews,CAR,TE,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MattJo00
Kenny McIntosh,SEA,RB,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,McInKe00
Sean McKeon,DAL,TE,26,9,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,McKeSe01
Tre' McKitty,LAC,TE,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,McKiTr00
Jeremy McNichols,SFO,RB,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,McNiJe00
Kirk Merritt,NOR,WR,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MerrKi00
Ryan Miller,TAM,WR,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MillRy01
Jordan Mims,NOR,RB,24,2,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,MimsJo00
Stanley Morgan Jr.,CIN,WR,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MorgSt02
Albert Okwuegbunam,PHI,TE,25,4,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,OkwuAl00
Qadree Ollison,PIT,RB,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,OlliQa00
Henry Pearson,GNB,FB,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,PearHe00
Josh Pederson,JAX,TE,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,PedeJo00
Nathan Peterman,CHI,QB,29,2,0,0,0,0,2,-4,0,0,0,0,0,1,0,,,,-0.4,PeteNa00
Adam Prentice,NOR,FB,26,13,1,0,0,0,2,12,0,3,2,12,0,1,1,,,,2.4,PrenAd00
Deneric Prince,KAN,RB,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,PrinDe00
Giovanni Ricci,CAR,FB,27,5,0,0,0,0,0,0,0,1,1,2,0,0,0,,,,1.2,RiccGi00
James Robinson,GNB,RB,25,1,0,0,0,0,1,2,0,1,1,-2,0,0,0,,,,1.0,RobiJa00
Aaron Rodgers,NYJ,QB,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,RodgAa00
Amari Rodgers,IND,WR,24,3,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,RodgAm00
Brady Russell,SEA,TE,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,RussBr00
David Sills,DEN,WR,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SillDa01
Matthew Slater,NWE,WR,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SlatMa00
Tre'Quan Smith,DEN,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SmitTr03
Matt Sokol,NWE,TE,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,SokoMa00
SaRodorick Thompson,SEA,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,ThomSa00
Mitchell Tinsley,WAS,WR,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TinsMi00
Noah Togiai,PHI,TE,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TogiNo00
Kyle Trask,TAM,QB,25,2,0,0,0,0,1,-1,0,0,0,0,0,0,0,,,,-0.1,TrasKy00
DJ Turner,LVR,WR,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TurnDJ00
Xazavian Valladay,NYJ,RB,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VallXa00
Nick Vannett,LAC,TE,30,8,5,0,0,0,0,0,0,1,1,3,0,0,0,,,,1.3,VannNi00
Travis Vokolek,ARI,TE,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VokoTr00
Dwayne Washington,DEN,RB,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WashDw00
Montrell Washington,KAN,WR,24,6,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,WashMo00
Blake Whiteheart,ARI,TE,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WhitBl01
Kristian Wilkerson,LVR,WR,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WilkKr00
Brayden Willis,SFO,TE,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WillBr06
Jonathan Williams,WAS,RB,29,1,0,0,0,0,1,-2,0,1,0,0,0,0,0,,,,-0.2,WillJo07
Rodney Williams,PIT,TE,25,13,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,WillRo08
Juwann Winfree,IND,WR,27,8,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,,WinfJu00
Easop Winston,SEA,WR,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WinsEa00
Logan Woodside,ATL,QB,28,1,0,27,0,1,1,6,0,0,0,0,0,0,0,,,,-0.3,WoodLo00
Owen Wright,BAL,RB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,WrigOw00
Dareke Young,SEA,WR,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,YounDa02
Kyle Allen,BUF,QB,27,7,0,0,0,0,13,-13,0,0,0,0,0,0,0,,,-1,-1.3,AlleKy00
Deon Jackson,3TM,RB,24,4,1,0,0,0,14,16,0,6,5,14,0,2,2,,,-1,4.0,JackDe02
David Wells,TAM,TE,28,5,0,0,0,0,0,0,0,2,2,-10,0,1,0,,,-1,1.0,WellDa00
James Proche,CLE,WR,27,10,1,0,0,0,0,0,0,5,0,0,0,1,1,,,-2,-2.0,ProcJa00
Trent Taylor,CHI,WR,29,17,0,0,0,0,1,-2,0,2,0,0,0,2,1,,,-2,-2.2,TaylTr02